,Model,model_len,Process Date,metrics,scores
723,unet,226 somente optico,2023.03.28-22.41.32,Recall,0.0
724,unet,226 somente optico,2023.03.29-21.52.58,Recall,0.1016949152542373
725,logisticRegression_proba,226 somente optico,2023.03.29-21.54.34,Recall,0.3461538461538461
726,logisticRegression_proba,226 somente optico,2023.03.29-21.57.23,Recall,0.5109489051094891
727,logisticRegression_proba,226 somente optico,2023.03.29-22.03.33,Recall,0.1273584905660377
728,unet,226 somente optico,2023.03.29-22.07.18,Recall,0.1461538461538461
729,logisticRegression_proba,226 somente optico,2023.03.30-12.27.27,Recall,0.6209677419354839
730,logisticRegression_proba,226 somente optico,2023.03.30-12.28.32,Recall,0.6434108527131783
731,unet,226 somente optico,2023.03.30-12.29.32,Recall,0.1913043478260869
732,unet,226 somente optico,2023.03.30-12.31.57,Recall,0.0
733,unet,226 somente optico,2023.03.30-12.33.04,Recall,0.1192660550458715
734,unet,226 somente optico,2023.03.30-12.33.45,Recall,0.4146341463414634
735,unet,226 somente optico,2023.03.30-16.13.37,Recall,0.2252747252747252
736,unet,226 somente optico,2023.03.30-17.34.33,Recall,0.9932885906040269
737,unet,226 somente optico,2023.03.30-19.58.05,Recall,0.3765432098765432
738,logisticRegression_proba,226 somente optico,2023.03.30-19.58.41,Recall,0.180327868852459
739,unet,226 somente optico,2023.03.30-20.03.56,Recall,0.2265625
740,unet,226 somente optico,2023.03.30-20.04.42,Recall,0.3303571428571428
741,unet,226 somente optico,2023.06.02-19.19.46,Recall,0.4924242424242424
742,unet,226 somente optico,2023.06.02-19.22.04,Recall,0.4189189189189189
743,unet,226 somente optico,2023.06.02-19.22.49,Recall,0.4519230769230769
744,unet,226 somente optico,2023.06.02-19.23.39,Recall,0.4568965517241379
745,unet,226 somente optico,2023.06.02-19.28.13,Recall,0.7307692307692307
746,unet,226 somente optico,2023.06.02-19.29.01,Recall,0.6065573770491803
747,unet,226 somente optico,2023.06.02-19.38.05,Recall,0.719626168224299
748,unet,226 somente optico,2023.06.02-20.22.44,Recall,0.3709677419354839
749,unet,226 somente optico,2023.06.02-20.23.50,Recall,0.314516129032258
750,unet,226 somente optico,2023.06.02-20.26.43,Recall,0.6276595744680851
751,unet,226 somente optico,2023.06.02-20.30.15,Recall,0.4700854700854701
752,unet,226 somente optico,2023.06.02-20.31.45,Recall,0.591304347826087
753,unet,226 somente optico,2023.06.02-20.32.27,Recall,0.3577981651376147
754,unet,175 imagens,2023.03.26-07.00.18,Recall,0.6114649681528662
755,unet,175 imagens,2023.03.26-07.02.39,Recall,0.964102564102564
756,unet,175 imagens,2023.03.26-11.25.23,Recall,0.7194244604316546
757,unet,175 imagens,2023.03.26-11.28.40,Recall,0.7424242424242424
758,unet,175 imagens,2023.03.26-15.52.33,Recall,0.6666666666666666
759,unet,175 imagens,2023.03.26-15.53.37,Recall,0.9921259842519684
760,unet,175 imagens,2023.03.26-18.43.02,Recall,0.9852941176470588
761,unet,175 imagens,2023.03.26-18.45.32,Recall,0.9672131147540984
762,unet,175 imagens,2023.03.26-18.56.14,Recall,1.0
763,unet,175 imagens,2023.03.26-18.59.12,Recall,1.0
764,unet,175 imagens,2023.03.26-19.01.32,Recall,0.7547169811320755
765,unet,175 imagens,2023.03.26-22.54.06,Recall,0.9915254237288136
766,unet,175 imagens,2023.03.26-22.54.41,Recall,0.943661971830986
767,unet,175 imagens,2023.03.26-22.56.46,Recall,0.9212598425196852
768,unet,175 imagens,2023.03.26-22.57.27,Recall,0.909952606635071
769,unet,175 imagens,2023.03.28-22.27.27,Recall,0.9847328244274808
770,unet,175 imagens,2023.03.28-22.29.11,Recall,0.9824561403508772
771,unet,175 imagens,2023.03.28-22.40.02,Recall,0.9791666666666666
772,unet,175 imagens,2023.03.28-22.40.42,Recall,1.0
773,unet,175 imagens,2023.03.28-22.41.32,Recall,1.0
774,unet,175 imagens,2023.03.29-21.52.58,Recall,0.8813559322033898
775,logisticRegression_proba,175 imagens,2023.03.29-21.54.34,Recall,0.3461538461538461
776,unet,175 imagens,2023.03.29-21.57.23,Recall,0.8832116788321168
777,unet,175 imagens,2023.03.29-22.03.33,Recall,0.9386792452830188
778,unet,175 imagens,2023.03.29-22.07.18,Recall,0.2153846153846154
779,unet,175 imagens,2023.03.30-12.27.27,Recall,0.8387096774193549
780,unet,175 imagens,2023.03.30-12.28.32,Recall,1.0
781,unet,175 imagens,2023.03.30-12.29.32,Recall,0.6521739130434783
782,unet,175 imagens,2023.03.30-12.31.57,Recall,0.8532110091743119
783,unet,175 imagens,2023.03.30-12.33.04,Recall,0.944954128440367
784,unet,175 imagens,2023.03.30-12.33.45,Recall,0.959349593495935
785,unet,175 imagens,2023.03.30-16.13.37,Recall,0.967032967032967
786,unet,175 imagens,2023.03.30-17.34.33,Recall,1.0
787,unet,175 imagens,2023.03.30-19.58.05,Recall,0.7222222222222222
788,unet,175 imagens,2023.03.30-19.58.41,Recall,0.644808743169399
789,unet,175 imagens,2023.03.30-20.03.56,Recall,0.9609375
790,unet,175 imagens,2023.03.30-20.04.42,Recall,1.0
791,unet,175 imagens,2023.06.02-19.19.46,Recall,0.9696969696969696
792,unet,175 imagens,2023.06.02-19.22.04,Recall,1.0
793,unet,175 imagens,2023.06.02-19.22.49,Recall,0.9903846153846154
794,unet,175 imagens,2023.06.02-19.23.39,Recall,0.9655172413793104
795,unet,175 imagens,2023.06.02-19.28.13,Recall,1.0
796,unet,175 imagens,2023.06.02-19.29.01,Recall,1.0
797,unet,175 imagens,2023.06.02-19.38.05,Recall,0.9439252336448598
798,unet,175 imagens,2023.06.02-20.22.44,Recall,0.935483870967742
799,unet,175 imagens,2023.06.02-20.23.50,Recall,0.8870967741935484
800,unet,175 imagens,2023.06.02-20.26.43,Recall,1.0
801,unet,175 imagens,2023.06.02-20.30.15,Recall,0.5042735042735043
802,unet,175 imagens,2023.06.02-20.31.45,Recall,0.9565217391304348
803,unet,175 imagens,2023.06.02-20.32.27,Recall,1.0
804,unet,150 imagens,2023.03.26-07.00.18,Recall,0.4872611464968153
805,unet,150 imagens,2023.03.26-07.02.39,Recall,0.8974358974358975
806,unet,150 imagens,2023.03.26-11.25.23,Recall,0.7913669064748201
807,unet,150 imagens,2023.03.26-11.28.40,Recall,0.7348484848484849
808,unet,150 imagens,2023.03.26-15.52.33,Recall,0.7555555555555555
809,unet,150 imagens,2023.03.26-15.53.37,Recall,0.9763779527559056
810,unet,150 imagens,2023.03.26-18.43.02,Recall,0.9779411764705882
811,unet,150 imagens,2023.03.26-18.45.32,Recall,0.9590163934426228
812,unet,150 imagens,2023.03.26-18.56.14,Recall,1.0
813,unet,150 imagens,2023.03.26-18.59.12,Recall,1.0
814,unet,150 imagens,2023.03.26-19.01.32,Recall,0.6918238993710691
815,unet,150 imagens,2023.03.26-22.54.06,Recall,0.9915254237288136
816,unet,150 imagens,2023.03.26-22.54.41,Recall,0.7652582159624414
817,unet,150 imagens,2023.03.26-22.56.46,Recall,0.889763779527559
818,unet,150 imagens,2023.03.26-22.57.27,Recall,0.5071090047393365
819,unet,150 imagens,2023.03.28-22.27.27,Recall,0.9541984732824428
820,unet,150 imagens,2023.03.28-22.29.11,Recall,0.9824561403508772
821,unet,150 imagens,2023.03.28-22.40.02,Recall,0.90625
822,unet,150 imagens,2023.03.28-22.40.42,Recall,1.0
823,unet,150 imagens,2023.03.28-22.41.32,Recall,1.0
824,unet,150 imagens,2023.03.29-21.52.58,Recall,0.7711864406779662
825,logisticRegression_proba,150 imagens,2023.03.29-21.54.34,Recall,0.3461538461538461
826,unet,150 imagens,2023.03.29-21.57.23,Recall,0.8467153284671532
827,unet,150 imagens,2023.03.29-22.03.33,Recall,0.9433962264150944
828,unet,150 imagens,2023.03.29-22.07.18,Recall,0.4
829,unet,150 imagens,2023.03.30-12.27.27,Recall,0.8790322580645161
830,unet,150 imagens,2023.03.30-12.28.32,Recall,1.0
831,unet,150 imagens,2023.03.30-12.29.32,Recall,0.7130434782608696
832,unet,150 imagens,2023.03.30-12.31.57,Recall,0.8256880733944955
833,unet,150 imagens,2023.03.30-12.33.04,Recall,0.944954128440367
834,unet,150 imagens,2023.03.30-12.33.45,Recall,1.0
835,unet,150 imagens,2023.03.30-16.13.37,Recall,0.956043956043956
836,unet,150 imagens,2023.03.30-17.34.33,Recall,1.0
837,unet,150 imagens,2023.03.30-19.58.05,Recall,0.8641975308641975
838,unet,150 imagens,2023.03.30-19.58.41,Recall,0.7049180327868853
839,unet,150 imagens,2023.03.30-20.03.56,Recall,0.9453125
840,unet,150 imagens,2023.03.30-20.04.42,Recall,0.9821428571428572
841,unet,150 imagens,2023.06.02-19.19.46,Recall,0.8712121212121212
842,unet,150 imagens,2023.06.02-19.22.04,Recall,1.0
843,unet,150 imagens,2023.06.02-19.22.49,Recall,0.971153846153846
844,unet,150 imagens,2023.06.02-19.23.39,Recall,0.9913793103448276
845,unet,150 imagens,2023.06.02-19.28.13,Recall,1.0
846,unet,150 imagens,2023.06.02-19.29.01,Recall,1.0
847,unet,150 imagens,2023.06.02-19.38.05,Recall,1.0
848,unet,150 imagens,2023.06.02-20.22.44,Recall,0.7661290322580645
849,unet,150 imagens,2023.06.02-20.23.50,Recall,0.8709677419354839
850,unet,150 imagens,2023.06.02-20.26.43,Recall,1.0
851,unet,150 imagens,2023.06.02-20.30.15,Recall,0.4871794871794871
852,unet,150 imagens,2023.06.02-20.31.45,Recall,0.9565217391304348
853,unet,150 imagens,2023.06.02-20.32.27,Recall,1.0
854,unet,200 imagens,2023.03.26-07.00.18,Recall,0.5605095541401274
855,unet,200 imagens,2023.03.26-07.02.39,Recall,0.9230769230769232
856,unet,200 imagens,2023.03.26-11.25.23,Recall,0.7122302158273381
857,unet,200 imagens,2023.03.26-11.28.40,Recall,0.7689393939393939
858,unet,200 imagens,2023.03.26-15.52.33,Recall,0.8888888888888888
859,unet,200 imagens,2023.03.26-15.53.37,Recall,0.984251968503937
860,unet,200 imagens,2023.03.26-18.43.02,Recall,0.9779411764705882
861,unet,200 imagens,2023.03.26-18.45.32,Recall,0.9754098360655736
862,unet,200 imagens,2023.03.26-18.56.14,Recall,1.0
863,unet,200 imagens,2023.03.26-18.59.12,Recall,0.9850746268656716
864,unet,200 imagens,2023.03.26-19.01.32,Recall,0.7169811320754716
865,unet,200 imagens,2023.03.26-22.54.06,Recall,0.9745762711864406
866,unet,200 imagens,2023.03.26-22.54.41,Recall,0.8779342723004695
867,unet,200 imagens,2023.03.26-22.56.46,Recall,0.6456692913385826
868,unet,200 imagens,2023.03.26-22.57.27,Recall,0.5734597156398105
869,unet,200 imagens,2023.03.28-22.27.27,Recall,0.9847328244274808
870,unet,200 imagens,2023.03.28-22.29.11,Recall,0.9649122807017544
871,unet,200 imagens,2023.03.28-22.40.02,Recall,0.8854166666666666
872,unet,200 imagens,2023.03.28-22.40.42,Recall,0.9935897435897436
873,unet,200 imagens,2023.03.28-22.41.32,Recall,1.0
874,unet,200 imagens,2023.03.29-21.52.58,Recall,0.8389830508474576
875,logisticRegression_proba,200 imagens,2023.03.29-21.54.34,Recall,0.3461538461538461
876,unet,200 imagens,2023.03.29-21.57.23,Recall,0.8394160583941606
877,unet,200 imagens,2023.03.29-22.03.33,Recall,0.9339622641509434
878,unet,200 imagens,2023.03.29-22.07.18,Recall,0.0
879,unet,200 imagens,2023.03.30-12.27.27,Recall,0.8225806451612904
880,unet,200 imagens,2023.03.30-12.28.32,Recall,1.0
881,unet,200 imagens,2023.03.30-12.29.32,Recall,0.4956521739130435
882,unet,200 imagens,2023.03.30-12.31.57,Recall,0.8623853211009175
883,unet,200 imagens,2023.03.30-12.33.04,Recall,0.926605504587156
884,unet,200 imagens,2023.03.30-12.33.45,Recall,0.934959349593496
885,unet,200 imagens,2023.03.30-16.13.37,Recall,0.967032967032967
886,unet,200 imagens,2023.03.30-17.34.33,Recall,1.0
887,unet,200 imagens,2023.03.30-19.58.05,Recall,0.8518518518518519
888,unet,200 imagens,2023.03.30-19.58.41,Recall,0.6229508196721312
889,unet,200 imagens,2023.03.30-20.03.56,Recall,0.9453125
890,unet,200 imagens,2023.03.30-20.04.42,Recall,0.9732142857142856
891,unet,200 imagens,2023.06.02-19.19.46,Recall,0.9242424242424242
892,unet,200 imagens,2023.06.02-19.22.04,Recall,1.0
893,unet,200 imagens,2023.06.02-19.22.49,Recall,0.9903846153846154
894,unet,200 imagens,2023.06.02-19.23.39,Recall,0.9913793103448276
895,unet,200 imagens,2023.06.02-19.28.13,Recall,1.0
896,unet,200 imagens,2023.06.02-19.29.01,Recall,1.0
897,unet,200 imagens,2023.06.02-19.38.05,Recall,0.9626168224299064
898,unet,200 imagens,2023.06.02-20.22.44,Recall,0.8951612903225806
899,unet,200 imagens,2023.06.02-20.23.50,Recall,0.8951612903225806
900,unet,200 imagens,2023.06.02-20.26.43,Recall,1.0
901,unet,200 imagens,2023.06.02-20.30.15,Recall,0.0
902,unet,200 imagens,2023.06.02-20.31.45,Recall,0.9391304347826088
903,unet,200 imagens,2023.06.02-20.32.27,Recall,1.0
904,unet,226 imagens,2021.07.27-20.24.13,Precision,0.972318339100346
905,unet,226 imagens,2022.04.09-22.15.32,Precision,0.845
906,unet,226 imagens,2023.03.26-07.00.18,Precision,0.9833333333333332
907,unet,226 imagens,2023.03.26-07.02.39,Precision,0.9788359788359788
908,logisticRegression_proba,226 imagens,2023.03.26-11.25.23,Precision,0.6771653543307087
909,unet,226 imagens,2023.03.26-11.28.40,Precision,0.9732620320855616
910,unet,226 imagens,2023.03.26-15.52.33,Precision,0.822429906542056
911,unet,226 imagens,2023.03.26-15.53.37,Precision,0.9
912,unet,226 imagens,2023.03.26-18.43.02,Precision,0.9241379310344828
913,unet,226 imagens,2023.03.26-18.45.32,Precision,0.9015151515151516
914,unet,226 imagens,2023.03.26-18.56.14,Precision,0.7815533980582524
915,unet,226 imagens,2023.03.26-18.59.12,Precision,0.8461538461538461
916,unet,226 imagens,2023.03.26-19.01.32,Precision,0.935483870967742
917,unet,226 imagens,2023.03.26-22.54.06,Precision,0.9212598425196852
918,unet,226 imagens,2023.03.26-22.54.41,Precision,0.963157894736842
919,unet,226 imagens,2023.03.26-22.56.46,Precision,0.959349593495935
920,unet,226 imagens,2023.03.26-22.57.27,Precision,0.9894736842105264
921,unet,226 imagens,2023.03.28-22.27.27,Precision,0.7948717948717948
922,unet,226 imagens,2023.03.28-22.29.11,Precision,0.9657142857142856
923,unet,226 imagens,2023.03.28-22.40.02,Precision,0.9479166666666666
924,unet,226 imagens,2023.03.28-22.40.42,Precision,0.8715083798882681
925,unet,226 imagens,2023.03.28-22.41.32,Precision,0.7899159663865546
926,unet,226 imagens,2023.03.29-21.52.58,Precision,0.9316239316239316
927,logisticRegression_proba,226 imagens,2023.03.29-21.54.34,Precision,0.3396226415094339
928,unet,226 imagens,2023.03.29-21.57.23,Precision,0.8897058823529411
929,unet,226 imagens,2023.03.29-22.03.33,Precision,0.975609756097561
930,unet,226 imagens,2023.03.29-22.07.18,Precision,1.0
931,unet,226 imagens,2023.03.30-12.27.27,Precision,0.975609756097561
932,unet,226 imagens,2023.03.30-12.28.32,Precision,0.8461538461538461
933,unet,226 imagens,2023.03.30-12.29.32,Precision,0.8088235294117647
934,unet,226 imagens,2023.03.30-12.31.57,Precision,1.0
935,unet,226 imagens,2023.03.30-12.33.04,Precision,0.8879310344827587
936,unet,226 imagens,2023.03.30-12.33.45,Precision,0.8275862068965517
937,unet,226 imagens,2023.03.30-16.13.37,Precision,0.8952879581151832
938,unet,226 imagens,2023.03.30-17.34.33,Precision,0.8604651162790697
939,unet,226 imagens,2023.03.30-19.58.05,Precision,0.9221556886227544
940,unet,226 imagens,2023.03.30-19.58.41,Precision,0.9689922480620154
941,unet,226 imagens,2023.03.30-20.03.56,Precision,0.7770700636942676
942,unet,226 imagens,2023.03.30-20.04.42,Precision,0.8527131782945736
943,unet,226 imagens,2023.06.02-19.19.46,Precision,0.8187919463087249
944,unet,226 imagens,2023.06.02-19.22.04,Precision,0.8809523809523809
945,unet,226 imagens,2023.06.02-19.22.49,Precision,0.7761194029850746
946,unet,226 imagens,2023.06.02-19.23.39,Precision,0.7012195121951219
947,unet,226 imagens,2023.06.02-19.28.13,Precision,0.8524590163934426
948,unet,226 imagens,2023.06.02-19.29.01,Precision,0.6192893401015228
949,unet,226 imagens,2023.06.02-19.38.05,Precision,0.8106060606060606
950,unet,226 imagens,2023.06.02-20.22.44,Precision,0.9487179487179488
951,unet,226 imagens,2023.06.02-20.23.50,Precision,0.9734513274336284
952,unet,226 imagens,2023.06.02-20.26.43,Precision,0.831858407079646
953,unet,226 imagens,2023.06.02-20.30.15,Precision,0.7951807228915663
954,unet,226 imagens,2023.06.02-20.31.45,Precision,0.9159663865546218
955,unet,226 imagens,2023.06.02-20.32.27,Precision,0.7622377622377622
956,unet,125 imagens,2023.03.26-07.00.18,Precision,1.0
957,unet,125 imagens,2023.03.26-07.02.39,Precision,0.9834254143646408
958,unet,125 imagens,2023.03.26-11.25.23,Precision,1.0
959,unet,125 imagens,2023.03.26-11.28.40,Precision,0.9820359281437124
960,unet,125 imagens,2023.03.26-15.52.33,Precision,0.9375
961,unet,125 imagens,2023.03.26-15.53.37,Precision,0.8943661971830986
962,unet,125 imagens,2023.03.26-18.43.02,Precision,0.9626865671641792
963,unet,125 imagens,2023.03.26-18.45.32,Precision,0.9380530973451328
964,unet,125 imagens,2023.03.26-18.56.14,Precision,0.8385416666666666
965,unet,125 imagens,2023.03.26-18.59.12,Precision,0.8481012658227848
966,unet,125 imagens,2023.03.26-19.01.32,Precision,0.9224806201550388
967,unet,125 imagens,2023.03.26-22.54.06,Precision,0.90625
968,unet,125 imagens,2023.03.26-22.54.41,Precision,0.9574468085106383
969,unet,125 imagens,2023.03.26-22.56.46,Precision,1.0
970,unet,125 imagens,2023.03.26-22.57.27,Precision,0.9893617021276596
971,unet,125 imagens,2023.03.28-22.27.27,Precision,0.8639455782312925
972,unet,125 imagens,2023.03.28-22.29.11,Precision,0.9659090909090908
973,unet,125 imagens,2023.03.28-22.40.02,Precision,0.9438202247191012
974,unet,125 imagens,2023.03.28-22.40.42,Precision,0.8707865168539326
975,unet,125 imagens,2023.03.28-22.41.32,Precision,0.7364341085271318
976,unet,125 imagens,2023.03.29-21.52.58,Precision,0.9357798165137616
977,logisticRegression_proba,125 imagens,2023.03.29-21.54.34,Precision,0.3396226415094339
978,unet,125 imagens,2023.03.29-21.57.23,Precision,0.8823529411764706
979,unet,125 imagens,2023.03.29-22.03.33,Precision,0.98989898989899
980,unet,125 imagens,2023.03.29-22.07.18,Precision,1.0
981,unet,125 imagens,2023.03.30-12.27.27,Precision,1.0
982,unet,125 imagens,2023.03.30-12.28.32,Precision,0.952
983,unet,125 imagens,2023.03.30-12.29.32,Precision,0.8512396694214877
984,unet,125 imagens,2023.03.30-12.31.57,Precision,0.9696969696969696
985,unet,125 imagens,2023.03.30-12.33.04,Precision,0.8869565217391304
986,unet,125 imagens,2023.03.30-12.33.45,Precision,0.7770700636942676
987,unet,125 imagens,2023.03.30-16.13.37,Precision,0.8656716417910447
988,unet,125 imagens,2023.03.30-17.34.33,Precision,0.8361581920903954
989,unet,125 imagens,2023.03.30-19.58.05,Precision,0.8860759493670886
990,unet,125 imagens,2023.03.30-19.58.41,Precision,0.9855072463768116
991,unet,125 imagens,2023.03.30-20.03.56,Precision,0.8181818181818182
992,unet,125 imagens,2023.03.30-20.04.42,Precision,0.9090909090909092
993,unet,125 imagens,2023.06.02-19.19.46,Precision,0.8623188405797102
994,unet,125 imagens,2023.06.02-19.22.04,Precision,0.8314606741573034
995,unet,125 imagens,2023.06.02-19.22.49,Precision,0.8062015503875969
996,unet,125 imagens,2023.06.02-19.23.39,Precision,0.6927710843373494
997,unet,125 imagens,2023.06.02-19.28.13,Precision,0.8188976377952756
998,unet,125 imagens,2023.06.02-19.29.01,Precision,0.580952380952381
999,unet,125 imagens,2023.06.02-19.38.05,Precision,0.7291666666666666
1000,unet,125 imagens,2023.06.02-20.22.44,Precision,0.9887640449438202
1001,unet,125 imagens,2023.06.02-20.23.50,Precision,1.0
1002,unet,125 imagens,2023.06.02-20.26.43,Precision,0.7175572519083969
1003,unet,125 imagens,2023.06.02-20.30.15,Precision,0.8979591836734694
1004,unet,125 imagens,2023.06.02-20.31.45,Precision,0.902439024390244
1005,unet,125 imagens,2023.06.02-20.32.27,Precision,0.7218543046357616
1006,unet,75 imagens,2023.03.26-07.00.18,Precision,1.0
1007,unet,75 imagens,2023.03.26-07.02.39,Precision,0.9661016949152542
1008,logisticRegression_proba,75 imagens,2023.03.26-11.25.23,Precision,0.6771653543307087
1009,unet,75 imagens,2023.03.26-11.28.40,Precision,0.987878787878788
1010,unet,75 imagens,2023.03.26-15.52.33,Precision,1.0
1011,unet,75 imagens,2023.03.26-15.53.37,Precision,0.8920863309352518
1012,unet,75 imagens,2023.03.26-18.43.02,Precision,0.9618320610687024
1013,unet,75 imagens,2023.03.26-18.45.32,Precision,0.8842975206611571
1014,unet,75 imagens,2023.03.26-18.56.14,Precision,0.7453703703703703
1015,unet,75 imagens,2023.03.26-18.59.12,Precision,0.7777777777777778
1016,unet,75 imagens,2023.03.26-19.01.32,Precision,0.9290780141843972
1017,unet,75 imagens,2023.03.26-22.54.06,Precision,0.9212598425196852
1018,unet,75 imagens,2023.03.26-22.54.41,Precision,0.9709302325581396
1019,unet,75 imagens,2023.03.26-22.56.46,Precision,1.0
1020,unet,75 imagens,2023.03.26-22.57.27,Precision,0.9333333333333332
1021,unet,75 imagens,2023.03.28-22.27.27,Precision,0.8714285714285714
1022,unet,75 imagens,2023.03.28-22.29.11,Precision,0.9877300613496932
1023,unet,75 imagens,2023.03.28-22.40.02,Precision,0.9
1024,unet,75 imagens,2023.03.28-22.40.42,Precision,0.8666666666666667
1025,unet,75 imagens,2023.03.28-22.41.32,Precision,0.7175572519083969
1026,unet,75 imagens,2023.03.29-21.52.58,Precision,0.8725490196078431
1027,logisticRegression_proba,75 imagens,2023.03.29-21.54.34,Precision,0.3396226415094339
1028,unet,75 imagens,2023.03.29-21.57.23,Precision,0.9435483870967742
1029,unet,75 imagens,2023.03.29-22.03.33,Precision,0.9895833333333334
1030,unet,75 imagens,2023.03.29-22.07.18,Precision,0.8777777777777778
1031,unet,75 imagens,2023.03.30-12.27.27,Precision,1.0
1032,unet,75 imagens,2023.03.30-12.28.32,Precision,0.8431372549019608
1033,unet,75 imagens,2023.03.30-12.29.32,Precision,0.9146341463414634
1034,unet,75 imagens,2023.03.30-12.31.57,Precision,1.0
1035,unet,75 imagens,2023.03.30-12.33.04,Precision,0.971153846153846
1036,unet,75 imagens,2023.03.30-12.33.45,Precision,0.7837837837837838
1037,unet,75 imagens,2023.03.30-16.13.37,Precision,0.882051282051282
1038,unet,75 imagens,2023.03.30-17.34.33,Precision,0.891566265060241
1039,unet,75 imagens,2023.03.30-19.58.05,Precision,0.7692307692307693
1040,unet,75 imagens,2023.03.30-19.58.41,Precision,0.9621212121212122
1041,unet,75 imagens,2023.03.30-20.03.56,Precision,0.8333333333333334
1042,unet,75 imagens,2023.03.30-20.04.42,Precision,0.8671875
1043,unet,75 imagens,2023.06.02-19.19.46,Precision,0.7111111111111111
1044,unet,75 imagens,2023.06.02-19.22.04,Precision,0.863905325443787
1045,unet,75 imagens,2023.06.02-19.22.49,Precision,0.859504132231405
1046,unet,75 imagens,2023.06.02-19.23.39,Precision,0.696969696969697
1047,unet,75 imagens,2023.06.02-19.28.13,Precision,0.7761194029850746
1048,unet,75 imagens,2023.06.02-19.29.01,Precision,0.5674418604651162
1049,unet,75 imagens,2023.06.02-19.38.05,Precision,0.6938775510204082
1050,unet,75 imagens,2023.06.02-20.22.44,Precision,1.0
1051,unet,75 imagens,2023.06.02-20.23.50,Precision,0.9411764705882352
1052,unet,75 imagens,2023.06.02-20.26.43,Precision,0.6619718309859155
1053,unet,75 imagens,2023.06.02-20.30.15,Precision,1.0
1054,unet,75 imagens,2023.06.02-20.31.45,Precision,0.9130434782608696
1055,unet,75 imagens,2023.06.02-20.32.27,Precision,0.7032258064516129
1056,unet,100 imagens,2023.03.26-07.00.18,Precision,1.0
1057,unet,100 imagens,2023.03.26-07.02.39,Precision,0.9653179190751444
1058,unet,100 imagens,2023.03.26-11.25.23,Precision,0.984126984126984
1059,unet,100 imagens,2023.03.26-11.28.40,Precision,1.0
1060,unet,100 imagens,2023.03.26-15.52.33,Precision,0.9864864864864864
1061,unet,100 imagens,2023.03.26-15.53.37,Precision,0.863013698630137
1062,unet,100 imagens,2023.03.26-18.43.02,Precision,0.9338235294117648
1063,unet,100 imagens,2023.03.26-18.45.32,Precision,0.9478260869565216
1064,unet,100 imagens,2023.03.26-18.56.14,Precision,0.8247422680412371
1065,unet,100 imagens,2023.03.26-18.59.12,Precision,0.8481012658227848
1066,unet,100 imagens,2023.03.26-19.01.32,Precision,0.91869918699187
1067,unet,100 imagens,2023.03.26-22.54.06,Precision,0.9416666666666668
1068,unet,100 imagens,2023.03.26-22.54.41,Precision,0.9739583333333334
1069,unet,100 imagens,2023.03.26-22.56.46,Precision,1.0
1070,unet,100 imagens,2023.03.26-22.57.27,Precision,1.0
1071,unet,100 imagens,2023.03.28-22.27.27,Precision,0.8120805369127517
1072,unet,100 imagens,2023.03.28-22.29.11,Precision,0.9931972789115646
1073,unet,100 imagens,2023.03.28-22.40.02,Precision,0.946808510638298
1074,unet,100 imagens,2023.03.28-22.40.42,Precision,0.8478260869565217
1075,unet,100 imagens,2023.03.28-22.41.32,Precision,0.7099236641221374
1076,unet,100 imagens,2023.03.29-21.52.58,Precision,0.9772727272727272
1077,logisticRegression_proba,100 imagens,2023.03.29-21.54.34,Precision,0.3396226415094339
1078,unet,100 imagens,2023.03.29-21.57.23,Precision,0.8560606060606061
1079,unet,100 imagens,2023.03.29-22.03.33,Precision,0.9536082474226804
1080,unet,100 imagens,2023.03.29-22.07.18,Precision,1.0
1081,unet,100 imagens,2023.03.30-12.27.27,Precision,1.0
1082,unet,100 imagens,2023.03.30-12.28.32,Precision,0.9481481481481482
1083,unet,100 imagens,2023.03.30-12.29.32,Precision,0.5319148936170213
1084,unet,100 imagens,2023.03.30-12.31.57,Precision,1.0
1085,unet,100 imagens,2023.03.30-12.33.04,Precision,0.9333333333333332
1086,unet,100 imagens,2023.03.30-12.33.45,Precision,0.8692307692307693
1087,unet,100 imagens,2023.03.30-16.13.37,Precision,0.883248730964467
1088,unet,100 imagens,2023.03.30-17.34.33,Precision,0.8713450292397661
1089,unet,100 imagens,2023.03.30-19.58.05,Precision,0.7965116279069767
1090,unet,100 imagens,2023.03.30-19.58.41,Precision,0.9807692307692308
1091,unet,100 imagens,2023.03.30-20.03.56,Precision,0.8142857142857143
1092,unet,100 imagens,2023.03.30-20.04.42,Precision,0.9008264462809916
1093,unet,100 imagens,2023.06.02-19.19.46,Precision,0.7239263803680982
1094,unet,100 imagens,2023.06.02-19.22.04,Precision,0.8809523809523809
1095,unet,100 imagens,2023.06.02-19.22.49,Precision,0.832
1096,unet,100 imagens,2023.06.02-19.23.39,Precision,0.6927710843373494
1097,unet,100 imagens,2023.06.02-19.28.13,Precision,0.8253968253968254
1098,unet,100 imagens,2023.06.02-19.29.01,Precision,0.5781990521327014
1099,unet,100 imagens,2023.06.02-19.38.05,Precision,0.7412587412587412
1100,unet,100 imagens,2023.06.02-20.22.44,Precision,0.8938053097345132
1101,unet,100 imagens,2023.06.02-20.23.50,Precision,0.9491525423728814
1102,unet,100 imagens,2023.06.02-20.26.43,Precision,0.7815126050420168
1103,unet,100 imagens,2023.06.02-20.30.15,Precision,0.7640449438202247
1104,unet,100 imagens,2023.06.02-20.31.45,Precision,0.8861788617886179
